Ad Set Name,Ad name,Result type,Results,Reach,Impressions,Cost per result,Amount spent (INR),Clicks (all),CTR (all),CPC (All),Reporting starts,Reporting ends,,
001-Gynecomastia-Trivandrum-Procto-LG,Ad-02-001-Gynecomastia-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Kochi-Cosmetics-Broad-LG-Feb23,Ad-01-001-Cosmetics-Lipoma-Broad-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-LG,Ad-16-001-Circumcision-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-Broad-LG-May23,Ad-02-01-Urology-Circumcision-Broad-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Gynecomastia-Vizag-Sep23,Gynecomastia-Vizag-Video,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Chennai,Bulge,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Hyderabad-Lapro-LG,Ad-04-001-Gallstone-Hyderabad-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Procto--LG,Ad-09-001-Piles-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Chennai-LG – Copy,Ad-03-001-Cosmetics-Gynecomastia-Broad-Chennai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-Broad-LG,Ad-10-001-Circumcision-Chennai-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Hyderabad-Urology-LG,Ad-11-001-Kidney Stone-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-Broad-LG,Ad-03-001-Circumcision-Hyderabad-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetics-LG,Ad-05-001-Lipoma-Chennai-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Piles-Vizag-Sep23,Piles-Vizag-plastic body & tissue paper,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Hyderabad-Procto-LG,Ad-06-001-Piles-Hyderabad-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Coimbatore-LG,Ad-03-01-Procto-Piles-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Pune-Procto-LG,Ad-02-001-Piles-Pune-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetics-LG,Ad-04-001-Lipoma-Chennai-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Trivandrum-LG,Ad-02-001-Cosmetics-Gynecomastia-Broad-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Bangalore-Procto-LG,Ad-02-001-Gynecomastia-Bangalore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Vizag-Urology-Broad-LG-May23,Ad-06-001-Urology-Circumcision-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Gynecomastia-Vizag-Sep23,Gynecomastia-Vizag-Side view of a man without shirt,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Circumcision-Hyderabad-Sep23,Circumcision-Hyderabad-Banana on surgeon's hand,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Piles-Pune-Procto-Broad-LG-March23,Ad-07-01-Procto-Piles-Broad-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumsicion-Trivandrum-Urology-LG,Ad-05-001-Circumsicion-Trivandrum-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Chennai-Lapro-LG,Ad-03-001-Gallstone-Chennai-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG-March23,Ad-11-001-Circumcision-Kochi-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Liposuction-Kochi-Sep23,Liposuction-Kochi-A woman holding side belly fatfat,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-05-001-Circumcision-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-LG,Ad-11-01-Urology-Circumcision-Broad-Coimbatore-LG – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Bangalore-Cosmetics-Broad-LG,Ad-04-001-Cosmetics-Lipoma-Broad-Bangalore-LG – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumsicion-Chennai-Urology-LG,Ad-06-001-Circumsicion-Chennai-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Piles-Kochi-Procto-Broad-LG-March23,Ad-05-01-Piles-Kochi-Procto-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Call-Pune-Gynecomastia,Ad-02-001-Call-Pune-Gynecomastia,Estimated call confirmation clicks,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Bangalore-Procto-LG,Ad-05-001-Piles-Bangalore-Procto-LG-Video,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-LG,Ad-03-001-Circumcision-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Hair Transplant-Chennai-Cosmetics-LG,Ad-01-001-Hair Transplant-Chennai-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-Broad-LG,Ad-02-001-Circumcision-Chennai-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Vizag-Urology-LG,Ad-11-001-Urology-Circumcision-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Circumcision-Chennai-Sep23,Circumcision-Chennai-Pen on Surgeon's Hand,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Procto-LG,Ad-02-001-Piles-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Vizag,piles,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-02-01-Urology-Circumcision-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Procto-Piles-Broad-Vizag-LG,Ad-03-001-Procto-Piles-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Kochi-Cosmetics-Broad-LG-May23,Ad-03-001-Cosmetics-Lipoma-Broad-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG-May23,Ad-01-001-Circumcision-Kochi-Urology-LG-Feb23,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Kochi-Cosmetics-Broad-LG-Feb23,Ad-03-001-Cosmetics-Lipoma-Broad-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Hyderabad-Cosmetics-Broad-LG,Ad-06-001-Cosmetics-Lipoma-Broad-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Vizag-Cosmetics-LG,Ad-08-001-Lipoma-Vizag-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Hyderabad-Cosmetics-Broad-LG-March23,Ad-01-001-Gynecomastia-Hyderabad-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Kochi-Cosmetics-Broad-LG-March23,Ad-03-001-Cosmetics-Lipoma-Broad-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Kochi-LG,Ad-02-001-Cosmetics-Gynecomastia-Broad-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-13-01-Urology-Circumcision-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetics-LG,Ad-13-001-Lipoma-Chennai-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-LG,Ad-04-001-Circumcision-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Trivandrum-Cosmetic-LG,Ad-04-001-Lipoma-Trivandrum-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-LG,Ad-13-01-Urology-Circumcision-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetic-LG,Ad-05-001-Lipoma-Chennai-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetic-LG,Ad-03-001-Lipoma-Chennai-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Vizag-Proctology-LG,Ad-01-001-Piles-Vizag-Proctology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Vizag-Urology-Broad-LG-Feb23,Ad-05-001-Urology-Circumcision-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Vizag-Cosmetics-Broad-LG,Ad-05-001-Lipoma-Vizag-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Trivandrum-Cosmetics-Broad-LG-Feb23,Ad-03-001-Lipoma-Trivandrum-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Trivandrum-LG,Ad-06-001-Urology-Circumcision-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumsicion-Hyderabad-Urology-LG,Ad-01-001-Circumsicion-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Kochi-LG New Location,Ad-03-01-Procto-Piles-Broad-Kochi-LG-New-Location,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Piles-Vizag-Sep23,Piles-Vizag-Man Standing on Scooter While Driving,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetics-LG,Ad-04-001-Lipoma-Chennai-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Vizag-Lapro-LG,Ad-03-001-Gallstone-Vizag-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Kochi-Cosmetics-Broad-LG-May23,Ad-06-001-Cosmetics-Gynecomastia-Broad-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Hyderabad-Cosmetic-LG,Ad-04-001-Lipoma-Hyderabad-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Kochi-Cosmetics-LG,Ad-01-001-Gynecomastia-Kochi-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Trivandrum-Cosmetics-LG,Ad-01-001-Gynecomastia-Trivandrum-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-Broad-LG,Ad-01-001-Circumcision-Chennai-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Vizag-Lapro-LG,Ad-02-001-Gallstone-Vizag-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Bangalore-LG,Ad-02-001-Cosmetics-Gynecomastia-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-Broad-LG-May23,Ad-04-01-Urology-Circumcision-Broad-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-03-001-Circumsicion-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Coimbatore-LG,Ad-04-001-Cosmetics-Gynecomastia-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Coimbatore-Procto-LG,Ad-02-001-Piles-Coimbatore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Male-18-64-chennai,Circumcision,Landing page views,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cataract-Vizag-Ophtal-LG,Ad-01-001-Cataract-Vizag-Ophtal-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Pune-Cosmetics-Broad-LG-March23,Ad-06-001-Gynecomastia-Pune-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Vizag-Cosmetics-Broad-LG-March23,Ad-02-001-Gynecomastia-Vizag-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Trivandrum-Cosmetics-Broad-LG-Feb23,Ad-01-001-Cosmetics-Gynecomastia-Broad-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG,Ad-09-001-Circumcision-Kochi-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Trivandrum-Procto-LG,Ad-07-001-Gynecomastia-Trivandrum-Procto-LG-Video,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Kochi-Cosmetics-LG,Ad-05-001-Cosmetics-Lipoma-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Coimbatore-Urology-LG,Ad-04-001-Circumsicion-Coimbatore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
"Chennai, Assam, Kolkata",Hernia Low Cost,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-01-001-Circumcision-Bangalore-Urology-LG-Kannada,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetics-Broad-LG-May23,Ad-02-001-Lipoma-Coimbatore-Cosmetics-Broad-LG-Feb23,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Urology-Circumcision-Broad-Thiruvananthapuram-LG,Ad-01-01-Urology-Circumcision-Broad-Thiruvananthapuram-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Vizag-Urology-Broad-LG-March23,Ad-02-001-Urology-Circumcision-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Broad-Bangalore-Conversion-LP,Ad-02-001-Urology-Circumcision-Broad-Bangalore-Conversion-LP – Copy,Old FB LP Lead,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
02-Procto-Piles-3%-LAL-Vizag-LG,Ad-02-001-Procto-Piles-3%-LAL-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Urology-Circumcision-Broad-Chennai-LG,Ad-01-01-Urology-Circumcision-Broad-Chennai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-Broad-LG,Ad-04-001-Circumcision-Hyderabad-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Piles-Kochi-Procto-Broad-LG-March23,Ad-06-01-Piles-Kochi-Procto-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG,Ad-02-001-Circumcision-Kochi-Urology-LG-Malayalam,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumsicion-Coimbatore-Urology-LG,Ad-04-001-Circumsicion-Coimbatore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-10-01-Urology-Circumcision-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Coimbatore-Procto-LG,Ad-02-001-Piles-Coimbatore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Bangalore-Procto-LG-Feb23-RT,Ad-01-01Piles-Bangalore-Procto-LG-Kannada,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Coimbatore-Procto-LG,Ad-03-001-Piles-Coimbatore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Hyderabad-Procto-LG,Ad-01-001-Gynecomastia-Hyderabad-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG,Ad-08-001-Circumcision-Kochi-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG-May23,Ad-04-001-Circumcision-Kochi-Urology-LG-Feb23,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-18-001-Circumcision-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-08-01-Urology-Circumcision-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-Broad-LG,Ad-09-001-Circumcision-Chennai-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Hair Transplant-Chennai-Cosmetics-LG,Ad-02-001-Hair Transplant-Chennai-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Gynecomastia-Kochi-Sep23,Gynecomastia-Kochi-Side view of a man boobs without shirt,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Kochi-Cosmetics-LG,Ad-10-001-Gynecomastia-Kochi-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Vizag-Urology-LG,Ad-06-001-Urology-Circumcision-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-01-001-Circumcision-Bangalore-Urology-LG-Kannada,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetic-LG,Ad-04-001-Lipoma-Coimbatore-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Hyderabad-Lapro-LG,Ad-03-001-Gallstone-Hyderabad-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Kolkata-Procto-LG,Ad-01-001-Piles-Kolkata-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Urology-Circumcision-Broad-Madurai-LG,Ad-01-01-Urology-Circumcision-Broad-Madurai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Hernia-Chennai-Lapro-Broad-LG-March23,Ad-04-001-Hernia-Chennai-Lapro-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Kochi-Cosmetics-LG,Ad-05-001-Lipoma-Kochi-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Vizag-Lapro-LG,Ad-01-001-Gallstone-Vizag-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Kolkata-Procto-LG,Ad-04-001-Piles-Kolkata-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Gyne Kochi,GyneKochi,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Chennai-Lapro-LG,Ad-02-001-Gallstone-Chennai-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Procto--LG,Ad-05-001-Piles-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Bangalore-Procto-LG,Ad-03-001-Piles-Bangalore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Trivandrum-Procto-LG,Ad-01-001-Gynecomastia-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Vizag-Procto-LG,Ad-04-001-Gynecomastia-Vizag-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Kochi-Procto-LG,Ad-01-001-Gynecomastia-Kochi-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Chennai - Remarketing,Bulge,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Varicose Vein-Bangalore-Vascular-LG,Ad-04-001-Varicose Vein-Bangalore-Vascular-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-LG,Ad-11-001-Circumcision-Chennai-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Hyderabad-Cosmetics-LG,Ad-03-001-Lipoma-Hyderabad-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Vizag-Procto-Broad-LG-March23,Ad-03-001-Procto-Piles-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetic-LG,Ad-05-001-Lipoma-Chennai-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Coimbatore-LG,Ad-04-01-Procto-Piles-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Broad-Vizag-LG,Ad-01-001-Urology-Circumcision-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Fistula-Broad-Hyderabad-LG,Ad-03-01-Procto-Fistula-Broad-Hyderabad-LG – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Broad-Trivandrum-LG,Ad-03-001-Urology-Circumcision-Broad-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Chennai-Procto-LG,Ad-05-001-Piles-Chennai-Procto-LG-Video,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Kochi-Cosmetics-LG,Ad-08-001-Gynecomastia-Kochi-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-Broad-LG,Ad-02-001-Circumcision-Hyderabad-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetics-Broad-LG-Feb23,Ad-04-001-Lipoma-Coimbatore-Cosmetics-Broad-LG-Feb23 – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetics-LG,Ad-01-001-Lipoma-Coimbatore-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Coimbatore-Procto-Broad-Feb23,Ad-03-001-Piles-Coimbatore-Procto-Broad-Feb23 – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Bangalore-Cosmetics-Broad-LG,Ad-03-001-Cosmetics-Gynecomastia-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetic-LG,Ad-01-001-Lipoma-Coimbatore-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Kochi-Cosmetics-LG,Ad-02-001-Gynecomastia-Kochi-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-11-001-Circumcision-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Hyderabad-Cosmetics-Broad-LG,Ad-02-001-Cosmetics-Lipoma-Broad-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Pune-Cosmetics-Broad-LG-May23,Ad-02-001-Cosmetics-Lipoma-Broad-Pune-LG-Hindi,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Pune-Cosmetics-Broad-LG-May23,Ad-03-001-Gynecomastia-Pune-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Hyderabad-Conversion-LP,Ad-01-001-Cosmetics-Gynecomastia-Hyderabad-Conversion-LP,Old FB LP Lead,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
